position_name,company_name,salary,work_city,work_exp,education,company_size,company_type,industry,position_url,job_summary,welfare,salary_count
word美化排版-线上兼职,四川恒必拓传媒有限公司,500-1000元/周,上海,1-3年,大专,20-99人,民营,电子商务,http://www.zhaopin.com/jobdetail/CCL1281388220J40692318012.htm,职位描述：根据客户要求来对文案排版，此岗位不需要坐班，工作时间自由。无需缴纳任何费用 。主要类型：文档排版设计、书籍排版、图书排版、图文/图册排版、平面排版任职要求：1.年龄22岁及以上，需要有相关文案排版经验。2.有耐心，有责任心，不拖稿，能接受他人提出的合理修改意见。3.不能失联，时间充裕，能及时回复客户消息。沟通理解能力强。4. 根据时效和要求难度等不同定价，多劳多得，周结。,工资周结,
AI influener（居家办公）联合创始人--金融方向,上海套肯人工智能科技有限责任公司,1万-2万,上海,经验不限,本科,20人以下,,人工智能,http://www.zhaopin.com/jobdetail/CCL1478181760J40694093705.htm,职位招募：AI influener（居家办公）联合创始人--金融方向根据AI发展趋势，AGI　五年内必然会实现，superintelligence 十年内必然实现。我们公司专注于superintelligenct，目前筹划用agent实现视频的自动编辑。欢迎您成为我们创业团队的核心成员，与我们一同成长，实现财务自由！我们提供： 丰厚的股份激励：加入我们一年后，您将获得价值1000万的公司预期股份。...,"股票期权,弹性工作",
销售储备经理（科创+AI赛道）,企知道大数据科技有限公司,2.6万-3.5万,上海,5-10年,本科,1000-9999人,民营,专业技术服务,http://www.zhaopin.com/jobdetail/CCL1464680980J40577332308.htm,【公司介绍】：我们是谁企知道成立于2013年，至今10年全国设有60多家分子公司，服务覆盖北京、上海、广州、深圳、重庆、杭州、成都、苏州、武汉、西安等主要经济城市，公司规模5000+人；企知道是中国科创企业全要素资源服务商、中国科创服务大数据基础设施，通过企业创新要素匹配“大数据+大模型”，提供集成化、智能化、一站式的解决方案；公司愿景：作为技术&大数据驱动科技型定位企业，提升全天下企业的核心竞争...,,
线上兼职居家美工PS设计师,泉州市苏亿网络科技有限公司,4千-8千,上海,经验不限,学历不限,20-99人,民营,电子商务,http://www.zhaopin.com/jobdetail/CCL1448715950J40661437511.htm,招线上兼职美工PS设计师 可居家办公接单证件照，精修，人像，P图，婚纱照，LOGO，平面设计，3D建模等等工作内容：可远程办公。负责由上一级客服安排的设计订单。全是专人谈好，客户付款了的，只需按要求要完成就行。 要求：熟练PS\AI等设计软件，能独立完成图片的设计。出稿快，不托稿。责任心强。 工作时间：不限 每天早上8点~凌晨12点都有订单无限制时间上线时间，自有安排。 快速入职，立即可接单。根据...,,
PPT设计师【可居家办公】,郑州郑东新区芙力米文化艺术交流有限公司,6千-1万,上海,经验不限,大专,100-299人,,电子商务,http://www.zhaopin.com/jobdetail/CCL1445586370J40686788502.htm,"我司在电商平台有自己的设计店铺，工作便利，多渠道订单，不用担心订单问题，主要做PPT、简历等，需要大量设计师。公司与各位设计人员双方本着友好合作、平等互利的原则,您做单，我给单，您定稿，我结算，互惠互利，做的越多给予的单量与金额均会优质化。1、可接受应届毕业生2、有良好的服务意识3、有耐心，可以和客户良好的沟通并设计出成稿。 经常联系不上的勿扰 玻璃心的勿扰 和客户沟通一点困难就退缩的勿扰 非诚勿...",,
AI产品SEO负责人,上海克而瑞信息技术有限公司,2.5万-3万,上海,3-5年,本科,1000-9999人,外商独资,互联网,http://www.zhaopin.com/jobdetail/CC867077430J40725876505.htm,岗位要求：1.SEO策略制定与执行：根据公司AI产品的市场定位，制定整体SEO优化策略和计划。监控并分析SEO效果，持续优化网站结构、内容和关键词布局。 2.关键词研究与分析：进行市场和竞争对手分析，挖掘高价值关键词。定期更新关键词库，优化内容以提升搜索引擎排名。 3.内容优化与管理：协助内容团队创作符合SEO标准的高质量内容。优化现有网站内容，确保内容的原创性、相关性和可读性。 4.技术SEO：...,,
AI视觉软件销售,钰门国际贸易(上海)有限公司,7千-1.2万,上海,1-3年,大专,20-99人,外商独资,电气机械/电力设备,http://www.zhaopin.com/jobdetail/CC137532490J40630566412.htm,钰门国际贸易（上海）有限公司隶属台湾所罗门集团（成立于1973年），于 2002 年独资在上海成立，除了燃气发电及柴油发电外，更致力于成为 3D 机器视觉及工业用 AI 领导品牌，我们的使命是提供机器人眼睛，使它们拥有类似人类的视觉与辨识能力以执行制造业日益复杂的任务，让机器人更加聪明、更容易使用。我们的产品透过先进的 3D 视觉与最新的深度学习技术，提供机器人强大功能，能有效解决以往机器人做不到...,,
机器学习工程师 －computational　imaging（ 居家办公）联合创始人,上海套肯人工智能科技有限责任公司,2.7万-5万,上海,经验不限,本科,20人以下,,人工智能,http://www.zhaopin.com/jobdetail/CCL1478181760J40710533305.htm,职位名称: 机器学习工程师 －computational　imaging（ 居家办公）联合创始人根据AI发展趋势，AGI　五年内必然会实现，superintelligence 十年内必然实现。我们公司专注于superintelligence，目前筹划用agent实现computational　imaging的automatic research。欢迎您成为我们创业团队的核心成员(联合创始人)，与我...,"股票期权,弹性工作",
智能家居销售,上海厚航电子产品设计有限公司,3.5万-5.5万,上海,1-3年,本科,20-99人,民营,物联网,http://www.zhaopin.com/jobdetail/CCL1388104970J40711995308.htm,岗位职责：1、负责公司产品在行业内的营销销售工作2、负责与行业客户中高层决策链建立联系，保持长期的合作关系，确保服务的延续性，挖掘客户需求，完成公司下达的目标3、拓展行业新客户，对所负责行业的老客户进行梳理和需求激发4、深入了解行业客户需求， 根据行业特点及客户需求组织编写行业场景化解决方案5、负责行业市场策略、销售策略、产品策略的制定任职资格： 1、本科及以上学历2、熟悉相关行业客户市场，具备1...,,
软件工程师（前端/后端/AI/测试、接受断档，语言不限）全国多地有岗,外企德科数字技术有限公司,1.5万-3万,上海,经验不限,本科,10000人以上,合资,人力资源服务,http://www.zhaopin.com/jobdetail/CCL1480117890J40721956905.htm,【学历要求】：统招4年制本科，学信网可查，毕业证学位证都在，经验越丰富越好，初中高级开发工程师均有需求【任职要求】1、计算机、软件、通信等相关专业本科及以上学历；。2、热爱编程，基础扎实，熟悉掌握但不限于JAVA/C++/C/JS/Android等编程语言中的一种或数种，有良好的编程习惯；3、具备独立工作能力和解决问题的能力、善于沟通，乐于合作，热衷新技术，善于总结分享，喜欢动手实践； 1、薪资范...,"加班补助,五险一金,免费班车",14薪
线上兼职美工PS居家设计师,泉州市苏亿网络科技有限公司,4千-8千,上海,经验不限,学历不限,20-99人,民营,电子商务,http://www.zhaopin.com/jobdetail/CCL1448715950J40665574811.htm,招线上兼职美工PS设计师 可居家办公接单 证件照，精修，人像，P图，婚纱照，LOGO，平面设计，3D建模等等 工作内容：可远程办公。 负责由上一级客服安排的设计订单。 全是专人谈好，客户付款了的，只需按要求要完成就行。 要求：熟练PS\AI等设计软件，能独立完成图片的设计。 出稿快，不托稿。责任心强。 工作时间：不限 每天早上8点~凌晨12点都有订单 无限制时间上线时间，自有安排。 快速入职，立即...,,
机器学习工程师 －computational　imaging（ 居家办公）联合创始人,上海套肯人工智能科技有限责任公司,2.7万-5万,上海,经验不限,本科,20人以下,,人工智能,http://www.zhaopin.com/jobdetail/CCL1478181760J40710533305.htm,职位名称: 机器学习工程师 －computational　imaging（ 居家办公）联合创始人根据AI发展趋势，AGI　五年内必然会实现，superintelligence 十年内必然实现。我们公司专注于superintelligence，目前筹划用agent实现computational　imaging的automatic research。欢迎您成为我们创业团队的核心成员(联合创始人)，与我...,"股票期权,弹性工作",
智能家居销售,上海厚航电子产品设计有限公司,3.5万-5.5万,上海,1-3年,本科,20-99人,民营,物联网,http://www.zhaopin.com/jobdetail/CCL1388104970J40711995308.htm,岗位职责：1、负责公司产品在行业内的营销销售工作2、负责与行业客户中高层决策链建立联系，保持长期的合作关系，确保服务的延续性，挖掘客户需求，完成公司下达的目标3、拓展行业新客户，对所负责行业的老客户进行梳理和需求激发4、深入了解行业客户需求， 根据行业特点及客户需求组织编写行业场景化解决方案5、负责行业市场策略、销售策略、产品策略的制定任职资格： 1、本科及以上学历2、熟悉相关行业客户市场，具备1...,,
AI产品架构师,金桥信息,2.5万-3万,上海,3-5年,本科,500-999人,上市公司,互联网,http://www.zhaopin.com/jobdetail/CC120347960J40677255911.htm,工作职责1. 参与AI业务产品平台的搭建，并负责技术框架的规划和架构设计，并推动相关组件选型、模块分解以及系统落地；2. 深入了解业界AI平台的发展趋势，应用AI和大模型技术，保证平台技术架构的先进性和前瞻性；3. 完成技术文档撰写、开发、Code Review等相关技术工作，并解决过程中的核心技术问题，严格保证系统的交付质量。任职要求1. 本科及以上学历，计算机相关专业，5年以上开发经验、3年以...,,
架构师（AI方向）,大连众和众科技有限公司,2万-2.7万,上海,5-10年,本科,100-299人,民营,计算机软件,http://www.zhaopin.com/jobdetail/CC822884050J40854854004.htm,职位概述：我们正在寻找一位具有深厚研究背景和创新思维的AI Researcher & Architect，来引领我们的AI研发团队，推动前沿技术的探索与应用。作为AI Researcher & Architect，你将负责研发新的AI模型，优化现有架构，并指导团队实现高效的解决方案。主要职责：1. 负责研究和开发GenAI相关产品的应用架构。2. 不断迭代产品应用架构底层技术的创新和设计，紧跟技术...,,
兼职PPT设计师支持异地居家办公,河南神笔网络科技有限公司,5千-1万元/月,上海,1年以下,学历不限,100-299人,民营,装饰装修,http://www.zhaopin.com/jobdetail/CCL1468138190J40685637810.htm,"我司在电商平台有自己的设计店铺，工作便利，多渠道订单，不用担心订单问题，主要做详情页、首页、海报、宣传册等，需要大量设计师。公司与各位设计人员双方本着友好合作、平等互利的原则,您做单，我给单，您定稿，我结算，互惠互利，做的越多给予的单量与金额均会优质化。1、可接受应届毕业生2、有良好的服务意识3、有耐心，可以和客户良好的沟通并设计出成稿。经常联系不上的勿扰玻璃心的勿扰和客户沟通一点困难就退缩的勿扰...",,
AI产品SEO负责人,上海克而瑞信息技术有限公司,2.5万-3万,上海,3-5年,本科,1000-9999人,外商独资,互联网,http://www.zhaopin.com/jobdetail/CC867077430J40725876505.htm,岗位要求：1.SEO策略制定与执行：根据公司AI产品的市场定位，制定整体SEO优化策略和计划。监控并分析SEO效果，持续优化网站结构、内容和关键词布局。 2.关键词研究与分析：进行市场和竞争对手分析，挖掘高价值关键词。定期更新关键词库，优化内容以提升搜索引擎排名。 3.内容优化与管理：协助内容团队创作符合SEO标准的高质量内容。优化现有网站内容，确保内容的原创性、相关性和可读性。 4.技术SEO：...,,
ai绘图师,上海霖渊文化工作室(个人独资),1万-2万,上海,1-3年,本科,20人以下,其它,互联网,http://www.zhaopin.com/jobdetail/CCL1484389630J40586579305.htm,**招聘职位：AI绘画师（动画/动态漫方向）****岗位职责：**1. 负责动画或动态漫项目中的AI绘画工作，参与项目的创意设计与执行。2. 利用MidJourney和Stable Diffusion等AI工具进行高质量的插画和设计。3. 与团队合作，进行分镜设计，确保视觉效果和剧情的紧密结合。4. 紧跟最新的技术潮流，持续提升工作中的技术应用水平。5. 根据项目需求，进行创新研究和技术探索，优化...,,
AI销售经理-智算（上海）(J12526),曙光信息产业（北京）有限公司,1.5万-3万,上海,1-3年,本科,1000-9999人,国企,计算机硬件,http://www.zhaopin.com/jobdetail/CC120205180J40641619213.htm,工作职责1、负责人工智能机时产品的销售工作，完成年度销售指标；2、拓展新客户，维护现有客户资源，建立良好的客户关系；3、实时把握、深入分析客户需求，及时跟进客户项目进展，提供专业化的解决方案，为客户提供及时有效的服务和支持；4、及时了解、收集市场竞争对手信息，根据市场变化及需求，分析并调整销售策略，确保销售目标的完成；5、参与产品方案的制定和完善，提供市场需求反馈及时调整产品方案。任职资格1、本科...,,
AI产品经理,上海克而瑞信息技术有限公司,2.5万-3.5万,上海,3-5年,本科,1000-9999人,外商独资,互联网,http://www.zhaopin.com/jobdetail/CC867077430J40725377805.htm,岗位职责：1.负责AI产品的整体规划和设计，包括需求分析、产品定义、功能设计等。2.与技术团队紧密合作，推动AI产品的研发和落地，确保产品按时高质量上线。 3.深入理解业务需求，将业务问题转化为具体的AI建模问题，设计合理的解决方案。 4.跟踪和分析产品上线后的效果，持续优化产品性能和用户体验。 5.关注AI领域的***和趋势，探索新的应用场景和技术方案。6.与业务团队保持密切沟通，收集用户反馈，...,,
AI话术训练师,上海职鼎网络科技有限公司,8千-1.2万,上海,经验不限,学历不限,20-99人,,人工智能,http://www.zhaopin.com/jobdetail/CC594140780J40700369812.htm,招聘数据标注/AI训练师，感兴趣随时和我联系~,,
【在线】PPT简历制作文员,河南神笔网络科技有限公司,6千-1万,上海,经验不限,中专/中技,100-299人,民营,装饰装修,http://www.zhaopin.com/jobdetail/CCL1468138190J40646492610.htm,【网店】设计师时间自由，地点不限，只要你会办公软件，欢迎加入我们1.不限时间和地点，会基础软件即可2.能对客户认真负责3.热爱PPT、简历设计4.可远程在线办公5.有网店经验优先考虑,,
人工智能AI产品经理（助理）,上海慧铂信息技术有限公司,8千-1万,上海,经验不限,本科,300-499人,民营,IT服务,http://www.zhaopin.com/jobdetail/CCL1473614780J40635576314.htm,任职描述：1、本科或以上学历优先，理科背景优先。2、经验、专业不限，可接受零基础培训。3、具有良好学习能力和团队合作精神。福利待遇：1、完善的薪酬体系，按学历及专业能力定薪；2、五险一金，含交补、话补、加班补助；3、带薪年假、法定节假日等福利。1. 算法工程师当下，市场对算法工程师的需求极为迫切，特别是那些能够驾驭预训练大规模模型的构建与微调技术，将其融入工作，执行深层次研发任务的专业人才。2. ...,"五险一金,交通补助,通讯补助,加班补助,带薪假期,法定节假日",
AI事业部-猎头顾问,苏州博乐企业管理有限公司,8千-1万,上海,1-3年,本科,20-99人,民营,咨询服务,http://www.zhaopin.com/jobdetail/CC303991510J40640133407.htm,岗位内容：1、根据客户需求，分析职位要求，制定招聘方案，对候选人进行筛选、面试、推荐等；2、协助候选人进行面试辅导、初试并推荐到客户公司，制作推荐报告协调客户公司的面试安排；3、积极了解目标公司的组织架构及部门情况，做好行业垂直的深度积累；4、与客户保持紧密的沟通合作，维护良好的客户关系；5、候选人面试安排及协调；协助顾问跟踪项目进度；收集和发掘市场的相关信息。岗位要求：1、本科及以上学历，5年以...,,
AI训练+客服组长,合肥威寻网络技术有限公司,8千-1.4万,上海,3-5年,本科,500-999人,民营,互联网,http://www.zhaopin.com/jobdetail/CCL1238834220J40665778702.htm,主要职责：1. 客户服务的AB测试执行：根据项目需求，通过企业微信聊天、电话等多种渠道与用户进行沟通参与设计和执行 AB 测试，测试不同的对话策略和话术。2. 优化话术与流程：根据测试结果，持续优化话术和沟通流程，提高转化率和服务质量，并反馈给AI训练模型，及其他客服人员，进行指导和培训，帮助测试结果有效应用。3. 数据收集与分析：收集用户反馈，分析数据，提出改进意见。岗位要求：1. 本科及以上学...,,
AI专员,上海丝闻云书文化传播有限公司,7千-1万,上海,1-3年,本科,20-99人,民营,广播/影视,http://www.zhaopin.com/jobdetail/CC424851530J40662906703.htm,1.岗位要求：人工智能相关专业毕业具有一定课题研究能力2.工作目标2025年让各工作岗位效率提升一倍；3.工作内容：能够定期选择并向不同岗位员工推荐使用最高效的AI工具，并定期培训AI工具的使用方法，并对员工AI使用能力进行测试和评价；能够让AI工具与服务项目深度结合，促进工作速度提高；能够不断拓展AI工具在公司的使用场景；,,
机器学习工程师 －computational　imaging（ 居家办公）联合创始人,上海套肯人工智能科技有限责任公司,2.1万-4万,上海,经验不限,学历不限,20人以下,,人工智能,http://www.zhaopin.com/jobdetail/CCL1478181760J40708142905.htm,职位名称: 机器学习工程师 －computational　imaging（ 居家办公）联合创始人 根据AI发展趋势，AGI　五年内必然会实现，superintelligence 十年内必然实现。我们公司专注于superintelligence，目前筹划用agent实现computational　imaging的automatic research。欢迎您成为我们创业团队的核心成员(联合创始人)，与...,"股票期权,弹性工作",
移动端开发工程师（AI产品）,北京三快在线科技有限公司,面议,上海,1年以下,本科,1000-9999人,上市公司,互联网,http://www.zhaopin.com/jobdetail/CC383625320J40628323709.htm,大众点评作为国内重要的本地生活消费决策参考平台，多年来深耕本地生活消费领域，深受广大用户的信任和喜爱。我们的业务覆盖了吃喝玩乐游购娱等生活场景，通过极具辨识度和公信力的”星级“和”评价“产品，为数亿用户提供了全面、可信的消费决策依据。为更好满足用户探索城市的需求，大众点评在原有星级和评价的基础上，以信息流产品形式，助力用户发现更多好去处。大量优秀年轻同学的加入，为我们的团队注入了澎湃活力。我们相信...,弹性工作,
软件工程师（前端/后端/AI/测试、接受断档，语言不限）全国多地有岗,外企德科数字技术有限公司,1.5万-3万,上海,经验不限,本科,10000人以上,合资,人力资源服务,http://www.zhaopin.com/jobdetail/CCL1480117890J40721956905.htm,【学历要求】：统招4年制本科，学信网可查，毕业证学位证都在，经验越丰富越好，初中高级开发工程师均有需求【任职要求】1、计算机、软件、通信等相关专业本科及以上学历；。2、热爱编程，基础扎实，熟悉掌握但不限于JAVA/C++/C/JS/Android等编程语言中的一种或数种，有良好的编程习惯；3、具备独立工作能力和解决问题的能力、善于沟通，乐于合作，热衷新技术，善于总结分享，喜欢动手实践； 1、薪资范...,"加班补助,五险一金,免费班车",14薪
AI influener（居家办公）实习生联合创始人-- fitness知识方向,上海套肯人工智能科技有限责任公司,150-250/天,上海,无经验,本科,20人以下,,人工智能,http://www.zhaopin.com/jobdetail/CCL1478181760J40694093405.htm,职位招募：AI influener（居家办公）联合创始人--fitness知识方向根据AI发展趋势，AGI　五年内必然会实现，superintelligence 十年内必然实现。我们公司专注于superintelligenct，目前筹划用agent实现视频的自动编辑。欢迎您成为我们创业团队的核心成员，与我们一同成长，实现财务自由！我们提供： 丰厚的股份激励：加入我们一年后，您将获得价值1000万的...,"股票期权,弹性工作",
AI报告板块销售（B端）,铂睿德佳,1.1万-2.2万,上海,1-3年,学历不限,100-299人,民营,咨询服务,http://www.zhaopin.com/jobdetail/CC535170420J40642244402.htm,岗位职责：负责公司AI报告板块销售工作、拓展客户任职要求：1、30周岁以内，不限院校及专业；2、有过账号销售或者数据库销售的经验，或自动化、机器人行业，做过产品销售或渠道拓展；3、寻求长期发展的工作机会，之前工作连续时间不少于1年且工作更换频率少于5年内3次。,,
AI大模型专家,苏州人瑞普惠人力资源服务有限公司,3.5万-7万,上海,3-5年,本科,500-999人,上市公司,互联网,http://www.zhaopin.com/jobdetail/CC427775130J40788340515.htm,岗位职责：1、负责人工智能领域前沿算法的研发、探索人工智能的创新应用；2、负责大模型工具链平台研发，支持大模型数据清洗、训练、编译量化、推理、评估等功能；3、负责NLP/CV/跨模态基础大模型研发，行业大模型知识注入、精调、推理等研发工作；4、负责大模型训练、推理加速技术研究，解决千亿级大模型训练及推理加速关键技术问题；5、负责CV领域目标检测、图像定位、语义分割、多目标跟踪等算法研发。任职要求：...,,
AI产品经理,天翼数字生活科技有限公司,1.5万-3万,上海,3-5年,本科,1000-9999人,国企,计算机软件,http://www.zhaopin.com/jobdetail/CCL1350743460J40616782407.htm,岗位职责：1、负责公司AI中台业务架构设计、平台建设； 2、负责公司各产品AI能力需求收集、需求分析、需求设计； 3、负责外部AI能力能力映入，能力封装，能力产品化； 4、对标行业竞品，持续迭代优化AI中台及相关AI能力； 5、对产品进行效果跟踪，数据分析，用户分析，以及及时反馈到产品迭代中。 任职要求：1、有2年以上AI 从业经验，熟悉各类AI技术、AI模型； 2、了解 AI算法，机器学习，自然...,,
AI数据服务平台运营-运营方向,字节跳动,1.5万-3万,上海,5-10年,本科,10000人以上,民营,互联网,http://www.zhaopin.com/jobdetail/CC469217510J40669457601.htm,岗位职责：1、负责字节跳动AI数据服务团队工作平台的日常运营与支持工作，特别是为使用相关平台的海内外用户提供技术支持服务；2、深入理解业务逻辑和流程，用户痛点及相应需求，负责目标用户调研、用户反馈收集，并输出产品优化建议及方案；建立规范的需求调研、反馈机制，并确保完善的信息透传链路；3、监控业务数据指标，透过数据发现并定位业务存在的障碍，并搜集与平台相关的问题和反馈，以通过平台的优化和迭代持续推动...,,
AI GPT技术架构师全栈Technical Architect,上海安进投资管理有限公司,2.3万-3万,上海,3-5年,本科,20人以下,民营,咨询服务,http://www.zhaopin.com/jobdetail/CC595193520J40580317209.htm,5 年大规模深度学习应用，拥有 TB 级的训练数据职位描述：必须具有至少 6 年的技术架构师经验至少有 1 年生成式人工智能和学士学位模型的经验，例如 GPT4、GPT3.5、Palm 系列模型、Llama2、Falcon、Anthropic。必须知道如何进行 LLM 指令调整，例如 llam2 等。必须了解 Python，并且应该是 Python 专家。必须具备必须具有预训练模型（小型和大型）的...,,
销售专员【AI人工智能产品-知名上市公司】,科锐尔人力资源服务(苏州)有限公司,8千-1.5万,上海,无经验,大专,1000-9999人,上市公司,咨询服务,http://www.zhaopin.com/jobdetail/CC453635220J40714025503.htm,"岗位职责：1.工作内容入职培训以后按照公司规定完成工作内容，完成相对应的工作任务，需要通过电话，邮件，QQ，微信等各种方式开发客户，成交客户。2.销售产品互联网SaaS产品，只能营销工具。3.销售对象主要针对企业做互联网营销，我司提供相对应的服务任职要求：1．年龄18-25周岁，性别不限；2．本科及以上学历,有无相关经验均可，优秀应届毕业生亦可；3．热爱销售、热爱互联网行业，有目标、有热情，想挑战...",,
AI行业重客总监,福建博士通信息股份有限公司,2万-3.5万,上海,5-10年,本科,100-299人,民营,运营商/增值服务,http://www.zhaopin.com/jobdetail/CC181240110J40528210208.htm,岗位职责：1. 负责公司智能AI语音机器人及解决方案的销售，对业绩考核目标达成负责；2. 负责销售中涉及的商机挖掘，产品推介，需求沟通分析、商务谈判，项目跟踪等服务等工作；3. 收集行业内主要竞争对手的产品、方案等相关信息；收集市场一线信息，为产品优化迭代提供参考性意见。任职要求：1. 有头部数据公司、持牌金融、保险、基金、证券、品牌电商等客户资源的销售经验；不符合条件者勿扰；2. 本科及以上学历...,,13薪
